transcript,incident_type,address,city,zipcode,casualties,reporting_time,reporter
Speaker 2: There's a industrial fire at 237 CURTIS ST. Casualties reported: pets inside,industrial fire,237 CURTIS ST,DELAWARE,43015,pets inside,2024-04-04T06:03:44.166762,Speaker 2
Speaker 2: There's a wildfire at 875 BRIAR DR. Casualties reported: pets inside,wildfire,875 BRIAR DR,DELAWARE,43015,pets inside,2025-03-02T02:04:44.166824,Speaker 2
Speaker 2: There's a gas leak at 2121 PANHANDLE RD LOT 4. Casualties reported: pets inside,gas leak,2121 PANHANDLE RD LOT 4,DELAWARE,43015,pets inside,2024-09-14T08:00:44.166898,Speaker 2
Speaker 2: There's a structure fire at 519 BRAUMILLER CROSSING DR. No one is hurt.,structure fire,519 BRAUMILLER CROSSING DR,DELAWARE,43015,none,2025-03-09T14:22:44.166965,Speaker 2
Speaker 2: There's a vehicle fire at 150 ASPEN CT. Casualties reported: elderly person trapped,vehicle fire,150 ASPEN CT,DELAWARE,43015,elderly person trapped,2024-04-22T03:31:44.167035,Speaker 2
Speaker 2: There's a kitchen fire at 146 HAYES ST. Casualties reported: caller trapped,kitchen fire,146 HAYES ST,DELAWARE,43015,caller trapped,2024-12-21T17:48:44.167118,Speaker 2
Speaker 2: There's a false alarm at 15 MONTROSE AVE. Casualties reported: pets inside,false alarm,15 MONTROSE AVE,DELAWARE,43015,pets inside,2025-03-16T09:34:44.167188,Speaker 2
Speaker 2: There's a industrial fire at 197 ROCK CREEK DR. Casualties reported: elderly person trapped,industrial fire,197 ROCK CREEK DR,DELAWARE,43015,elderly person trapped,2025-02-02T18:13:44.167242,Speaker 2
Speaker 2: There's a false alarm at 638 GOVERNORS ST. Casualties reported: caller escaped alone,false alarm,638 GOVERNORS ST,DELAWARE,43015,caller escaped alone,2024-05-25T02:58:44.167294,Speaker 2
Speaker 2: There's a gas leak at 55 KOOKEN PL STE 106. No one is hurt.,gas leak,55 KOOKEN PL STE 106,DELAWARE,43015,none,2025-03-12T22:19:44.167345,Speaker 2
Speaker 2: There's a gas leak at 180 KNIGHT DREAM ST. Casualties reported: caller escaped alone,gas leak,180 KNIGHT DREAM ST,DELAWARE,43015,caller escaped alone,2024-09-25T19:17:44.167396,Speaker 2
Speaker 2: There's a structure fire at 191 BINGHAM CIR. Casualties reported: caller escaped alone,structure fire,191 BINGHAM CIR,DELAWARE,43015,caller escaped alone,2024-12-18T01:47:44.167447,Speaker 2
Speaker 2: There's a electrical fire at 326 BURGOYNE ST. Casualties reported: caller escaped alone,electrical fire,326 BURGOYNE ST,DELAWARE,43015,caller escaped alone,2024-11-17T11:16:44.167496,Speaker 2
Speaker 2: There's a electrical fire at 4548 KLONDIKE RD. Casualties reported: elderly person trapped,electrical fire,4548 KLONDIKE RD,DELAWARE,43015,elderly person trapped,2025-01-06T14:37:44.167549,Speaker 2
Speaker 2: There's a vehicle fire at 149 OAK HILL AVE. Casualties reported: unknown number trapped,vehicle fire,149 OAK HILL AVE,DELAWARE,43015,unknown number trapped,2024-10-24T12:00:44.167602,Speaker 2
Speaker 2: There's a electrical fire at 1700 FORD RD. Casualties reported: elderly person trapped,electrical fire,1700 FORD RD,DELAWARE,43015,elderly person trapped,2025-03-26T20:40:44.167653,Speaker 2
Speaker 2: There's a structure fire at 42 GLADE LOOP. Casualties reported: unknown number trapped,structure fire,42 GLADE LOOP,DELAWARE,43015,unknown number trapped,2025-02-22T06:08:44.167730,Speaker 2
Speaker 2: There's a false alarm at 424 HILLS-MILLER RD. Casualties reported: pets inside,false alarm,424 HILLS-MILLER RD,DELAWARE,43015,pets inside,2024-08-31T14:08:44.167818,Speaker 2
Speaker 2: There's a false alarm at 0 BRICKSTONE DR UNIT G13. Casualties reported: elderly person trapped,false alarm,0 BRICKSTONE DR UNIT G13,DELAWARE,43015,elderly person trapped,2025-02-12T14:29:44.167907,Speaker 2
Speaker 2: There's a industrial fire at 3769 COLUMBUS PIKE STE 115. Casualties reported: caller trapped,industrial fire,3769 COLUMBUS PIKE STE 115,DELAWARE,43015,caller trapped,2024-06-09T07:41:44.167990,Speaker 2
Speaker 2: There's a kitchen fire at 278 TARA GLEN DR. Casualties reported: unknown number trapped,kitchen fire,278 TARA GLEN DR,DELAWARE,43015,unknown number trapped,2024-05-07T09:58:44.168066,Speaker 2
Speaker 2: There's a wildfire at 318 AMELIA LN. Casualties reported: children trapped,wildfire,318 AMELIA LN,DELAWARE,43015,children trapped,2025-03-16T17:00:44.168150,Speaker 2
Speaker 2: There's a industrial fire at 29 TIMMONS WOODS DR. Casualties reported: children trapped,industrial fire,29 TIMMONS WOODS DR,DELAWARE,43015,children trapped,2024-11-06T21:46:44.168226,Speaker 2
Speaker 2: There's a wildfire at 41 ORCHARD HEIGHTS ST. Casualties reported: elderly person trapped,wildfire,41 ORCHARD HEIGHTS ST,DELAWARE,43015,elderly person trapped,2024-11-01T04:53:44.168286,Speaker 2
Speaker 2: There's a kitchen fire at 170 DEVON RD. Casualties reported: children trapped,kitchen fire,170 DEVON RD,DELAWARE,43015,children trapped,2024-10-01T00:42:44.168361,Speaker 2
Speaker 2: There's a structure fire at 1790 WHITE OAK DR. Casualties reported: elderly person trapped,structure fire,1790 WHITE OAK DR,DELAWARE,43015,elderly person trapped,2024-04-17T21:19:44.168417,Speaker 2
Speaker 2: There's a structure fire at 95 ELIZABETH ST APT 202. Casualties reported: unknown number trapped,structure fire,95 ELIZABETH ST APT 202,DELAWARE,43015,unknown number trapped,2024-04-05T21:49:44.168470,Speaker 2
Speaker 2: There's a electrical fire at 2565 PANHANDLE RD. Casualties reported: children trapped,electrical fire,2565 PANHANDLE RD,DELAWARE,43015,children trapped,2024-05-07T19:42:44.168521,Speaker 2
Speaker 2: There's a electrical fire at 2336 STATE ROUTE 521. Casualties reported: pets inside,electrical fire,2336 STATE ROUTE 521,DELAWARE,43015,pets inside,2025-02-09T15:13:44.168571,Speaker 2
Speaker 2: There's a industrial fire at 514 JEFFERSON DR. Casualties reported: caller trapped,industrial fire,514 JEFFERSON DR,DELAWARE,43015,caller trapped,2025-01-27T03:28:44.168622,Speaker 2
Speaker 2: There's a structure fire at 554 BRICKSTONE DR. Casualties reported: caller trapped,structure fire,554 BRICKSTONE DR,DELAWARE,43015,caller trapped,2025-03-02T16:34:44.168686,Speaker 2
Speaker 2: There's a industrial fire at 357 TIPPERARY LOOP. Casualties reported: elderly person trapped,industrial fire,357 TIPPERARY LOOP,DELAWARE,43015,elderly person trapped,2024-04-15T03:27:44.168767,Speaker 2
Speaker 2: There's a vehicle fire at 1183 CRAYFISH CT. Casualties reported: pets inside,vehicle fire,1183 CRAYFISH CT,DELAWARE,43015,pets inside,2025-03-25T09:46:44.168854,Speaker 2
Speaker 2: There's a gas leak at 1330 HANOVER RD LOT 25. Casualties reported: pets inside,gas leak,1330 HANOVER RD LOT 25,DELAWARE,43015,pets inside,2024-12-31T09:26:44.168947,Speaker 2
Speaker 2: There's a electrical fire at 4367 REED PKWY. Casualties reported: elderly person trapped,electrical fire,4367 REED PKWY,DELAWARE,43015,elderly person trapped,2025-03-29T10:27:44.169036,Speaker 2
Speaker 2: There's a vehicle fire at 5047 DAVID RD. Casualties reported: caller trapped,vehicle fire,5047 DAVID RD,DELAWARE,43015,caller trapped,2024-06-21T08:13:44.169112,Speaker 2
Speaker 2: There's a electrical fire at 454 BLAISDELL DR. Casualties reported: pets inside,electrical fire,454 BLAISDELL DR,DELAWARE,43015,pets inside,2025-02-11T10:56:44.169166,Speaker 2
Speaker 2: There's a wildfire at 264 ROCKMILL ST. Casualties reported: caller escaped alone,wildfire,264 ROCKMILL ST,DELAWARE,43015,caller escaped alone,2024-11-01T08:40:44.169217,Speaker 2
Speaker 2: There's a vehicle fire at 224 SADDLEBROOK CT. Casualties reported: elderly person trapped,vehicle fire,224 SADDLEBROOK CT,DELAWARE,43015,elderly person trapped,2024-09-04T05:13:44.169268,Speaker 2
Speaker 2: There's a kitchen fire at 455 W WILLIAM ST. Casualties reported: caller trapped,kitchen fire,455 W WILLIAM ST,DELAWARE,43015,caller trapped,2024-10-04T20:19:44.169320,Speaker 2
Speaker 2: There's a vehicle fire at 4061 KLONDIKE RD. Casualties reported: pets inside,vehicle fire,4061 KLONDIKE RD,DELAWARE,43015,pets inside,2024-08-07T09:59:44.169371,Speaker 2
Speaker 2: There's a kitchen fire at 226 COURAGE CT. Casualties reported: caller escaped alone,kitchen fire,226 COURAGE CT,DELAWARE,43015,caller escaped alone,2024-12-10T06:26:44.169423,Speaker 2
Speaker 2: There's a gas leak at 2943 EMORY ST. Casualties reported: caller trapped,gas leak,2943 EMORY ST,DELAWARE,43015,caller trapped,2024-06-05T04:47:44.169474,Speaker 2
Speaker 2: There's a gas leak at 155 EQUESTRIAN WAY. Casualties reported: caller escaped alone,gas leak,155 EQUESTRIAN WAY,DELAWARE,43015,caller escaped alone,2024-12-14T03:52:44.169525,Speaker 2
Speaker 2: There's a structure fire at 1837 LONGHILL DR. Casualties reported: elderly person trapped,structure fire,1837 LONGHILL DR,DELAWARE,43015,elderly person trapped,2024-08-09T03:00:44.169577,Speaker 2
Speaker 2: There's a wildfire at 4361 LIBERTY RD. Casualties reported: caller escaped alone,wildfire,4361 LIBERTY RD,DELAWARE,43015,caller escaped alone,2024-05-19T10:55:44.169627,Speaker 2
Speaker 2: There's a wildfire at 789 BALLATER DR. Casualties reported: unknown number trapped,wildfire,789 BALLATER DR,DELAWARE,43015,unknown number trapped,2024-09-16T11:05:44.169679,Speaker 2
Speaker 2: There's a structure fire at 425 GREENLAND PASS. Casualties reported: caller trapped,structure fire,425 GREENLAND PASS,DELAWARE,43015,caller trapped,2024-06-30T09:40:44.169731,Speaker 2
Speaker 2: There's a vehicle fire at 29 TROTTER'S CIR. Casualties reported: elderly person trapped,vehicle fire,29 TROTTER'S CIR,DELAWARE,43015,elderly person trapped,2024-10-30T09:57:44.169786,Speaker 2
Speaker 2: There's a false alarm at 2813 BERLIN MANOR DR. Casualties reported: children trapped,false alarm,2813 BERLIN MANOR DR,DELAWARE,43015,children trapped,2025-03-17T04:17:44.169853,Speaker 2
Speaker 2: There's a electrical fire at 7388 CONCORD RD. Casualties reported: elderly person trapped,electrical fire,7388 CONCORD RD,DELAWARE,43015,elderly person trapped,2024-08-30T14:03:44.169906,Speaker 2
Speaker 2: There's a kitchen fire at 6508 WINTERBERRY CT. Casualties reported: children trapped,kitchen fire,6508 WINTERBERRY CT,DELAWARE,43015,children trapped,2024-06-11T20:34:44.169959,Speaker 2
Speaker 2: There's a false alarm at 56 OBERLANDER DR STE 110. Casualties reported: elderly person trapped,false alarm,56 OBERLANDER DR STE 110,DELAWARE,43015,elderly person trapped,2024-11-13T13:29:44.170011,Speaker 2
Speaker 2: There's a structure fire at 162 SILVER MAPLE DR. Casualties reported: children trapped,structure fire,162 SILVER MAPLE DR,DELAWARE,43015,children trapped,2025-03-05T13:42:44.170061,Speaker 2
Speaker 2: There's a gas leak at 4780 BEAN-OLLER RD. Casualties reported: caller escaped alone,gas leak,4780 BEAN-OLLER RD,DELAWARE,43015,caller escaped alone,2024-11-06T23:19:44.170113,Speaker 2
Speaker 2: There's a structure fire at 82 ALLENHURST WAY. Casualties reported: caller escaped alone,structure fire,82 ALLENHURST WAY,DELAWARE,43015,caller escaped alone,2024-06-03T15:51:44.170163,Speaker 2
Speaker 2: There's a electrical fire at 223 TUDOR DR. Casualties reported: caller trapped,electrical fire,223 TUDOR DR,DELAWARE,43015,caller trapped,2024-06-17T17:32:44.170215,Speaker 2
Speaker 2: There's a wildfire at 157 E WILLIAM ST. Casualties reported: elderly person trapped,wildfire,157 E WILLIAM ST,DELAWARE,43015,elderly person trapped,2024-12-16T00:54:44.170266,Speaker 2
Speaker 2: There's a electrical fire at 1425 MISSOURI AVE. No one is hurt.,electrical fire,1425 MISSOURI AVE,DELAWARE,43015,none,2024-07-18T14:12:44.170317,Speaker 2
Speaker 2: There's a industrial fire at 200 PASSINA CT. Casualties reported: pets inside,industrial fire,200 PASSINA CT,DELAWARE,43015,pets inside,2024-07-04T16:39:44.170367,Speaker 2
Speaker 2: There's a structure fire at 198 SILVER MAPLE DR. Casualties reported: unknown number trapped,structure fire,198 SILVER MAPLE DR,DELAWARE,43015,unknown number trapped,2024-10-07T23:57:44.170416,Speaker 2
Speaker 2: There's a kitchen fire at 45 RIVER ST. Casualties reported: children trapped,kitchen fire,45 RIVER ST,DELAWARE,43015,children trapped,2024-04-18T03:29:44.170467,Speaker 2
Speaker 2: There's a structure fire at 36 S WASHINGTON ST APT B. Casualties reported: caller escaped alone,structure fire,36 S WASHINGTON ST APT B,DELAWARE,43015,caller escaped alone,2025-01-27T01:30:44.170517,Speaker 2
Speaker 2: There's a gas leak at 229 LONE PINE RD. Casualties reported: children trapped,gas leak,229 LONE PINE RD,DELAWARE,43015,children trapped,2024-05-20T05:27:44.170569,Speaker 2
Speaker 2: There's a false alarm at 3 COLFRET CT. Casualties reported: unknown number trapped,false alarm,3 COLFRET CT,DELAWARE,43015,unknown number trapped,2025-01-20T00:21:44.170619,Speaker 2
Speaker 2: There's a structure fire at 2097 WOODLAND HALL DR. No one is hurt.,structure fire,2097 WOODLAND HALL DR,DELAWARE,43015,none,2025-03-29T23:34:44.170670,Speaker 2
Speaker 2: There's a gas leak at 54 ALLENHURST WAY. Casualties reported: unknown number trapped,gas leak,54 ALLENHURST WAY,DELAWARE,43015,unknown number trapped,2024-08-07T22:00:44.170721,Speaker 2
Speaker 2: There's a structure fire at 28 COLUMBUS AVE. Casualties reported: unknown number trapped,structure fire,28 COLUMBUS AVE,DELAWARE,43015,unknown number trapped,2024-11-07T20:24:44.170770,Speaker 2
Speaker 2: There's a industrial fire at 1074 SOLOMON SQ. Casualties reported: pets inside,industrial fire,1074 SOLOMON SQ,DELAWARE,43015,pets inside,2024-12-09T02:05:44.170820,Speaker 2
Speaker 2: There's a kitchen fire at 131 MERRISTON CIR. Casualties reported: children trapped,kitchen fire,131 MERRISTON CIR,DELAWARE,43015,children trapped,2024-12-30T18:39:44.170870,Speaker 2
Speaker 2: There's a gas leak at 76 SHEARER PL STE 108. Casualties reported: children trapped,gas leak,76 SHEARER PL STE 108,DELAWARE,43015,children trapped,2024-04-24T03:22:44.170921,Speaker 2
Speaker 2: There's a wildfire at 119 STRATON DR. Casualties reported: children trapped,wildfire,119 STRATON DR,DELAWARE,43015,children trapped,2024-07-09T11:36:44.170973,Speaker 2
Speaker 2: There's a vehicle fire at 123 FIELDCREST DR. Casualties reported: caller escaped alone,vehicle fire,123 FIELDCREST DR,DELAWARE,43015,caller escaped alone,2024-06-17T01:30:44.171024,Speaker 2
Speaker 2: There's a gas leak at 168 CHESHIRE CROSSING DR. Casualties reported: children trapped,gas leak,168 CHESHIRE CROSSING DR,DELAWARE,43015,children trapped,2025-03-25T01:48:44.171075,Speaker 2
Speaker 2: There's a structure fire at 207 COG WHEEL TRL. No one is hurt.,structure fire,207 COG WHEEL TRL,DELAWARE,43015,none,2024-08-16T19:20:44.171125,Speaker 2
Speaker 2: There's a industrial fire at 98 KETTERING BND. Casualties reported: children trapped,industrial fire,98 KETTERING BND,DELAWARE,43015,children trapped,2024-07-10T23:41:44.171176,Speaker 2
Speaker 2: There's a gas leak at 8531 CONCORD RD. Casualties reported: caller escaped alone,gas leak,8531 CONCORD RD,DELAWARE,43015,caller escaped alone,2025-01-26T08:44:44.171227,Speaker 2
Speaker 2: There's a structure fire at 1455 DALE FORD RD. Casualties reported: caller escaped alone,structure fire,1455 DALE FORD RD,DELAWARE,43015,caller escaped alone,2024-08-19T17:36:44.171296,Speaker 2
Speaker 2: There's a electrical fire at 218 TOPAZ CT. Casualties reported: elderly person trapped,electrical fire,218 TOPAZ CT,DELAWARE,43015,elderly person trapped,2025-03-23T04:06:44.171351,Speaker 2
Speaker 2: There's a gas leak at 223 TAR HEEL DR. No one is hurt.,gas leak,223 TAR HEEL DR,DELAWARE,43015,none,2024-06-19T17:19:44.171402,Speaker 2
Speaker 2: There's a industrial fire at 218 PINECREST DR. Casualties reported: elderly person trapped,industrial fire,218 PINECREST DR,DELAWARE,43015,elderly person trapped,2024-07-20T07:07:44.171453,Speaker 2
Speaker 2: There's a gas leak at 717 PATCH REEF DR. Casualties reported: pets inside,gas leak,717 PATCH REEF DR,DELAWARE,43015,pets inside,2025-03-07T05:43:44.171505,Speaker 2
Speaker 2: There's a false alarm at 1105 HILLS-MILLER RD. Casualties reported: children trapped,false alarm,1105 HILLS-MILLER RD,DELAWARE,43015,children trapped,2024-08-04T12:27:44.171555,Speaker 2
Speaker 2: There's a structure fire at 171 DIVERSTON WAY. Casualties reported: children trapped,structure fire,171 DIVERSTON WAY,DELAWARE,43015,children trapped,2024-07-19T16:59:44.171607,Speaker 2
Speaker 2: There's a false alarm at 18 SPRING LAKE CT. Casualties reported: caller trapped,false alarm,18 SPRING LAKE CT,DELAWARE,43015,caller trapped,2025-01-30T08:25:44.171659,Speaker 2
Speaker 2: There's a gas leak at 233 PASSINA CT. Casualties reported: pets inside,gas leak,233 PASSINA CT,DELAWARE,43015,pets inside,2024-11-14T10:04:44.171710,Speaker 2
Speaker 2: There's a false alarm at 859 ELLESMERE DR. No one is hurt.,false alarm,859 ELLESMERE DR,DELAWARE,43015,none,2025-01-28T22:44:44.171762,Speaker 2
Speaker 2: There's a false alarm at 0 BOULDER DR UNIT G7. Casualties reported: caller escaped alone,false alarm,0 BOULDER DR UNIT G7,DELAWARE,43015,caller escaped alone,2025-03-11T04:03:44.171814,Speaker 2
Speaker 2: There's a industrial fire at 130 VAUGHN RD. Casualties reported: pets inside,industrial fire,130 VAUGHN RD,DELAWARE,43015,pets inside,2024-08-26T17:42:44.171866,Speaker 2
Speaker 2: There's a wildfire at 142 EAST WIND RD. No one is hurt.,wildfire,142 EAST WIND RD,DELAWARE,43015,none,2024-12-28T02:09:44.171918,Speaker 2
Speaker 2: There's a wildfire at 7402 OVERLAND TRL. Casualties reported: pets inside,wildfire,7402 OVERLAND TRL,DELAWARE,43015,pets inside,2024-04-30T07:56:44.171968,Speaker 2
Speaker 2: There's a electrical fire at 309 CHELSEA ST APT E. No one is hurt.,electrical fire,309 CHELSEA ST APT E,DELAWARE,43015,none,2024-07-19T23:22:44.172022,Speaker 2
Speaker 2: There's a vehicle fire at 166 SIMON ST. Casualties reported: caller trapped,vehicle fire,166 SIMON ST,DELAWARE,43015,caller trapped,2024-08-15T19:46:44.172072,Speaker 2
Speaker 2: There's a wildfire at 1665 KASSON LN. Casualties reported: elderly person trapped,wildfire,1665 KASSON LN,DELAWARE,43015,elderly person trapped,2024-10-29T18:16:44.172123,Speaker 2
Speaker 2: There's a industrial fire at 625 CONGRESS CT. No one is hurt.,industrial fire,625 CONGRESS CT,DELAWARE,43015,none,2024-10-28T22:11:44.172173,Speaker 2
Speaker 2: There's a vehicle fire at 285 N SANDUSKY ST APT 18. Casualties reported: unknown number trapped,vehicle fire,285 N SANDUSKY ST APT 18,DELAWARE,43015,unknown number trapped,2024-04-05T18:00:44.172225,Speaker 2
